IC_NGC_key,Type,Coordinates,Constellation,Axis,PosAng,V-Mag,SurfBr,Hubble,M,Common names
IC 2724,G,11:19:48.44 +10:42:59.6,Leo,0.48 0.44,85,,23.91,Sb,,
IC 2725,G,11:19:57.44 +13:25:45.4,Leo,0.48 0.42,116,,24.34,E,,
IC 2726,Other,11:19:58.44 +13:24:56.1,Leo, ,,,,,,
IC 2727,G,11:20:00.07 +12:02:00.0,Leo,0.43 0.38,70,,23.52,Sbc,,
IC 2728,*,11:20:05.13 +13:25:37.2,Leo, ,,,,,,
IC 2729,G,11:20:06.77 +13:24:33.5,Leo,0.43 0.23,177,,23.9,Sc,,
IC 2730,*,11:20:07.39 +12:21:59.5,Leo, ,,,,,,
IC 2731,*,11:20:10.27 +13:33:29.8,Leo, ,,,,,,
IC 2732,G,11:20:12.38 +12:24:14.5,Leo,0.40 0.34,114,,23.76,Sbc,,
IC 2733,**,11:20:17.31 +13:50:06.9,Leo, ,,,,,,
IC 2734,G,11:20:23.82 +12:26:34.9,Leo,0.84 0.30,12,,24,SBc,,
IC 2735,G,11:21:03.90 +34:20:38.2,Ursa Major,1.18 0.25,100,,23.36,Sab,,
IC 2736,*,11:20:54.62 +12:24:31.2,Leo, ,,,,,,
IC 2737,*,11:21:08.25 +14:17:35.5,Leo, ,,,,,,
IC 2738,G,11:21:23.06 +34:21:24.0,Ursa Major,0.85 0.75,144,,23.5,E-S0,,
IC 2739,G,11:21:12.43 +11:54:53.1,Leo,0.37 0.31,65,,23.46,Sbc,,
IC 2740,G,11:21:17.06 +08:45:08.3,Leo,0.37 0.30,57,,23.78,Sb,,
IC 2741,G,11:21:17.47 +09:09:08.5,Leo,0.42 0.31,122,,23.72,SBbc,,
IC 2742,G,11:21:18.73 +10:26:48.2,Leo,0.34 0.16,38,,23.51,Sc,,
IC 2743,*,11:21:24.99 +08:41:35.2,Leo, ,,,,,,
IC 2744,G,11:21:42.51 +34:21:46.1,Ursa Major,1.12 0.74,38,14.77,24.23,E-S0,,
IC 2745,G,11:21:31.76 +13:25:35.8,Leo,0.62 0.21,70,,,SBb,,
IC 2746,G,11:21:36.42 +11:44:13.5,Leo,0.53 0.34,166,,24.18,E,,
IC 2747,**,11:21:40.16 +08:48:11.7,Leo, ,,,,,,
IC 2748,G,11:21:44.04 +08:48:17.9,Leo,0.54 0.43,91,,24.15,E,,
IC 2749,G,11:21:45.20 +08:34:29.2,Leo,0.60 0.34,84,,23.25,SABc,,
IC 2750,G,11:21:50.79 +09:39:30.4,Leo,0.43 0.20,43,,23.74,Sbc,,
IC 2751,G,11:22:07.39 +34:21:58.9,Ursa Major,0.63 0.54,133,,23.44,E,,
IC 2752,G,11:22:01.94 +14:07:28.2,Leo,0.63 0.19,100,,24.58,E,,
IC 2753,G,11:21:59.71 +09:52:41.0,Leo,0.32 0.31,80,,23.09,E,,
IC 2754,G,11:22:02.38 +14:08:38.6,Leo,0.52 0.24,82,,23.73,Sc,,
IC 2755,*,11:22:02.41 +13:47:35.2,Leo, ,,,,,,
IC 2756,G,11:22:00.91 +09:57:36.6,Leo,0.51 0.19,101,,23.62,Sbc,,
IC 2757,G,11:22:02.10 +08:23:37.8,Leo,0.72 0.52,79,,23.34,SBa,,
IC 2758,G,11:22:03.33 +07:48:48.7,Leo,0.65 0.23,34,,22.88,Sa,,
IC 2759,G,11:22:13.28 +24:19:01.8,Leo,0.73 0.65,178,,23.28,E,,
IC 2760,G,11:22:12.80 +12:39:55.5,Leo,0.45 0.33,108,,24.45,E,,
IC 2761,G,11:22:17.17 +14:10:39.3,Leo,0.40 0.34,175,,23.57,Sab,,
IC 2762,G,11:22:17.92 +12:43:21.1,Leo,0.92 0.31,145,,23.62,Sd,,
IC 2763,G,11:22:18.56 +13:03:54.2,Leo,1.44 0.39,98,,23.53,Sc,,
IC 2764,G,11:27:05.03 -28:58:48.8,Hydra,2.20 1.18,179,12.26,23.49,S0-a,,
IC 2765,G,11:22:23.12 +14:11:56.6,Leo,0.31 0.21,90,,23.63,E,,
IC 2766,G,11:22:23.06 +12:54:12.5,Leo,0.53 0.35,149,,24.19,Sc,,
IC 2767,G,11:22:23.19 +13:04:40.1,Leo,0.87 0.30,90,,24.52,S?,,
IC 2768,G,11:22:23.56 +12:31:44.1,Leo,0.40 0.30,46,,23.91,SBb,,
IC 2769,G,11:22:25.65 +14:11:45.2,Leo,0.43 0.32,166,,22.79,Sb,,
IC 2770,G,11:22:24.76 +09:13:14.4,Leo,0.39 0.38,169,,23.3,Sb,,
IC 2771,G,11:22:28.05 +12:31:09.0,Leo,0.28 0.20,22,,23.82,S?,,
IC 2772,*,11:22:30.40 +13:35:56.9,Leo, ,,,,,,
IC 2773,*,11:22:35.31 +13:34:28.3,Leo, ,,,,,,
IC 2774,*,11:22:37.15 +12:30:53.8,Leo, ,,,,,,
IC 2775,G,11:22:39.56 +12:30:43.2,Leo,0.32 0.25,60,,24.14,E,,
IC 2776,G,11:22:39.99 +13:19:49.9,Leo,0.87 0.44,160,,23.37,Sc,,
IC 2777,G,11:22:40.55 +12:01:32.1,Leo,0.79 0.59,154,,23.34,Sb,,
IC 2778,Other,11:22:41.93 +12:31:34.7,Leo, ,,,,,,
IC 2779,G,11:22:44.51 +13:20:43.1,Leo,0.30 0.26,179,,23.48,Sd,,
IC 2780,G,11:22:48.13 +10:08:58.4,Leo,0.65 0.41,5,,24.45,E,,
IC 2781,G,11:22:50.67 +12:20:41.6,Leo,0.36 0.34,146,,23.67,I,,
IC 2782,G,11:22:55.36 +13:26:28.6,Leo,0.94 0.84,19,,23.71,Sd,,
IC 2783,G,11:22:53.63 +08:53:02.6,Leo,0.70 0.27,162,,23.84,Sa,,
IC 2784,G,11:23:11.63 +13:07:03.8,Leo,0.65 0.38,17,,23.83,SBab,,
IC 2785,G,11:23:15.36 +13:23:28.5,Leo,0.87 0.72,2,,24.14,E,,
IC 2786,G,11:23:17.50 +13:23:31.2,Leo,0.95 0.34,115,,24.6,Sab,,
IC 2787,G,11:23:19.08 +13:37:47.2,Leo,0.80 0.74,34,,23.84,Sc,,
IC 2788,G,11:23:26.97 +12:41:52.9,Leo,0.42 0.25,156,,24.98,,,
IC 2789,G,11:23:32.66 +14:11:16.9,Leo,0.05 0.03,132,,,,,
IC 2790,G,11:23:34.06 +09:33:19.3,Leo,0.46 0.32,15,,23.65,Sc,,
IC 2791,G,11:23:37.62 +12:53:44.8,Leo,0.57 0.36,156,,24.21,I,,
IC 2792,G,11:23:41.51 +11:24:17.4,Leo,0.49 0.29,82,,24.22,E?,,
IC 2793,GPair,11:23:47.39 +09:26:59.2,Leo,0.5,,,,,,
IC 2793NED01,G,11:23:47.28 +09:27:04.8,Leo,0.35 0.27,94,,24.25,E,,
IC 2793NED02,G,11:23:47.54 +09:26:54.4,Leo,0.36 0.20,83,,24.21,,,
IC 2794,*,11:24:03.65 +12:47:27.5,Leo, ,,,,,,
IC 2795,G,11:24:04.07 +12:08:06.4,Leo,0.36 0.33,37,,23.79,Sc,,
IC 2796,GPair,11:24:08.35 +09:20:38.9,Leo,0.6,,,,,,
IC 2796NED01,G,11:24:08.39 +09:20:44.6,Leo,0.51 0.26,5,,24.23,Sb,,
IC 2796NED02,G,11:24:08.42 +09:20:34.5,Leo,0.37 0.17,17,,24.79,,,
IC 2797,G,11:24:21.06 +11:42:21.4,Leo,0.76 0.47,136,,24.65,E,,
IC 2798,G,11:24:23.99 +12:24:56.2,Leo,0.77 0.26,173,,24.16,Sc,,
IC 2799,G,11:24:26.67 +13:50:56.8,Leo,0.45 0.32,137,,23.88,SBbc,,
IC 2800,G,11:24:27.08 +12:12:31.7,Leo,0.63 0.19,92,,24.08,Sc,,
IC 2801,G,11:24:29.03 +10:11:01.8,Leo,0.50 0.32,84,,23.43,Sb,,
IC 2802,G,11:24:30.36 +12:12:31.5,Leo,0.28 0.23,61,,,,,
IC 2803,G,11:24:35.41 +09:51:00.1,Leo,0.43 0.21,65,,23.75,Sb,,
IC 2804,G,11:24:55.73 +13:13:19.4,Leo,0.87 0.23,18,,22.64,Sb,,
IC 2805,*,11:24:59.89 +14:00:52.1,Leo, ,,,,,,
IC 2806,*,11:25:15.30 +09:39:08.0,Leo, ,,,,,,
IC 2807,G,11:25:17.05 +11:31:48.2,Leo,0.32 0.18,30,,23.31,Sbc,,
IC 2808,*,11:25:26.88 +09:07:55.4,Leo, ,,,,,,
IC 2809,*,11:25:37.77 +08:31:34.6,Leo, ,,,,,,
IC 2810,G,11:25:45.05 +14:40:35.7,Leo,1.03 0.41,33,,23.58,SBab,,
IC 2811,G,11:25:44.65 +09:10:13.9,Leo,0.73 0.35,89,,24.2,Sb,,
IC 2812,G,11:25:55.82 +11:31:47.7,Leo,0.52 0.23,24,,23.62,Sc,,
IC 2813,G,11:26:06.50 +11:15:20.7,Leo,0.48 0.40,71,,23.75,Sb,,
IC 2814,G,11:26:08.51 +09:39:42.5,Leo,0.40 0.29,58,,23.58,E,,
IC 2815,G,11:26:16.55 +12:48:13.8,Leo,0.50 0.35,116,,24.13,Sab,,
IC 2816,G,11:26:18.28 +10:38:11.4,Leo,0.74 0.27,180,,23.92,Sbc,,
IC 2817,*,11:26:18.81 +09:08:56.4,Leo, ,,,,,,
IC 2818,G,11:26:26.87 +12:55:15.4,Leo,0.46 0.34,94,,24.43,E,,
IC 2819,G,11:26:27.44 +13:50:41.6,Leo,0.59 0.28,59,,23.25,Sc,,
IC 2820,G,11:26:26.85 +10:14:18.5,Leo,0.54 0.25,24,,23.28,Sc,,
IC 2821,G,11:26:34.88 +13:57:46.5,Leo,0.25 0.18,32,,,E,,
IC 2822,G,11:26:34.05 +11:26:24.3,Leo,1.35 0.60,118,,23.97,SBbc,,
IC 2823,G,11:26:44.67 +12:50:54.3,Leo,0.89 0.31,12,,23.55,Sb,,
IC 2824,*,11:27:04.87 +14:05:07.0,Leo, ,,,,,,
IC 2825,*,11:27:03.56 +08:26:38.1,Leo, ,,,,,,
IC 2826,G,11:27:06.08 +13:14:19.4,Leo,0.73 0.70,56,,23.46,Sbc,,
IC 2827,*,11:27:09.67 +11:30:51.8,Leo, ,,,,,,
IC 2828,G,11:27:10.94 +08:43:51.8,Leo,1.01 0.44,52,,23.1,I,,
IC 2829,G,11:27:14.98 +10:19:20.5,Leo,0.88 0.52,175,,23.93,Sa,,
IC 2830,G,11:27:21.58 +07:48:51.5,Leo,0.50 0.44,58,,22.87,Sbc,,
IC 2831,*,11:27:22.61 +08:58:44.1,Leo, ,,,,,,
IC 2832,*,11:27:25.12 +13:59:22.0,Leo, ,,,,,,
IC 2833,*,11:27:26.11 +13:36:10.1,Leo, ,,,,,,
IC 2834,G,11:27:31.82 +13:34:13.2,Leo,0.45 0.37,17,,24.42,E,,
IC 2835,G,11:27:31.59 +12:08:34.4,Leo,0.59 0.30,149,,24.54,E,,
IC 2836,*,11:27:37.21 +09:05:05.3,Leo, ,,,,,,
IC 2837,G,11:27:41.96 +10:18:47.0,Leo,0.43 0.37,39,,23.52,E,,
IC 2838,G,11:27:45.24 +14:00:40.5,Leo,0.22 0.19,173,,,Sbc,,
IC 2839,G,11:27:45.42 +10:49:11.1,Leo,0.54 0.24,0,,24.64,E,,
IC 2840,G,11:27:47.60 +13:25:33.2,Leo,0.43 0.29,154,,23.83,Sc,,
IC 2841,*,11:27:48.86 +12:36:11.2,Leo, ,,,,,,
IC 2842,G,11:27:47.69 +09:39:07.1,Leo,0.45 0.24,63,,23.66,Sbc,,
IC 2843,G,11:27:58.09 +13:11:02.1,Leo,0.73 0.68,15,,23.88,Sc,,
IC 2844,G,11:27:58.10 +11:27:11.8,Leo,0.70 0.35,127,,23.81,Sbc,,
IC 2845,G,11:28:00.46 +12:31:47.1,Leo,0.71 0.50,81,,24.58,S0-a,,
IC 2846,G,11:28:00.49 +11:09:29.8,Leo,0.89 0.74,119,,23.4,SBa,,
IC 2847,G,11:28:03.39 +13:55:49.4,Leo,0.17 0.12,15,,,E,,
IC 2848,G,11:28:13.67 +13:01:49.7,Leo,0.47 0.39,9,,24.3,Sc,,
IC 2849,*,11:28:11.66 +09:05:38.4,Leo, ,,,,,,
IC 2850,G,11:28:12.96 +09:03:44.1,Leo,0.80 0.28,126,,22.49,Sc,,
IC 2851,G,11:28:14.61 +11:23:39.8,Leo,0.44 0.23,46,,23.72,Sc,,
IC 2852,G,11:28:14.05 +09:48:01.7,Leo,0.49 0.31,119,,23.55,SABc,,
IC 2853,G,11:28:14.86 +09:08:49.3,Leo,0.91 0.44,172,,22.57,Sab,,
IC 2854,*,11:28:19.87 +08:58:07.4,Leo, ,,,,,,
IC 2855,G,11:28:24.99 +09:41:15.9,Leo,0.34 0.19,121,,24.86,,,
IC 2856,G,11:28:16.31 -12:53:26.5,Crater,0.99 0.43,45,,22.81,Sab,,
IC 2857,G,11:28:31.04 +09:06:15.9,Leo,1.79 0.32,160,,23.97,Sc,,
IC 2858,G,11:28:35.96 +13:39:41.4,Leo,0.21 0.17,111,,,E,,
IC 2859,*,11:28:41.76 +09:06:30.6,Leo, ,,,,,,
IC 2860,G,11:28:44.60 +14:02:30.8,Leo,0.29 0.20,157,,,E,,
IC 2861,G,11:28:58.97 +38:51:04.6,Ursa Major,0.83 0.74,113,,23.57,S0-a,,
IC 2862,G,11:28:43.32 +10:07:38.2,Leo,0.54 0.30,31,,24.41,E,,
IC 2863,*,11:28:53.98 +09:05:43.1,Leo, ,,,,,,
IC 2864,G,11:28:59.67 +12:22:03.8,Leo,0.61 0.39,157,,24.25,Sa,,
IC 2865,*,11:28:59.75 +09:06:55.8,Leo, ,,,,,,
IC 2866,*,11:29:00.03 +09:02:31.9,Leo, ,,,,,,
IC 2867,G,11:29:00.54 +09:05:21.8,Leo,0.45 0.36,88,,23.08,Sc,,
IC 2868,*,11:29:05.80 +09:05:39.5,Leo, ,,,,,,
IC 2869,*,11:29:08.72 +09:01:02.6,Leo, ,,,,,,
IC 2870,G,11:29:12.42 +11:51:55.8,Leo,1.05 0.95,0,,26.74,I,,
IC 2871,G,11:29:20.69 +08:36:08.5,Leo,0.91 0.66,81,,23.57,SABc,,
IC 2872,Neb,11:28:08.03 -62:59:20.2,Centaurus,15.14 6.03,,,,,,
IC 2873,GPair,11:29:27.43 +13:13:05.9,Leo,0.7,,,,,,
IC 2873NED01,G,11:29:27.47 +13:12:56.5,Leo,0.42 0.37,98,,24.11,Sbc,,
IC 2873NED02,G,11:29:27.64 +13:13:12.4,Leo,0.82 0.58,2,,23.21,I,,
IC 2874,G,11:29:27.55 +10:37:45.0,Leo,0.45 0.27,50,,23.41,Sm,,
IC 2875,*,11:29:34.93 +12:59:23.6,Leo, ,,,,,,
IC 2876,G,11:29:33.60 +09:00:58.2,Leo,0.62 0.32,176,,23.9,Sbc,,
IC 2877,G,11:29:37.74 +12:51:11.8,Leo,0.58 0.45,110,,23.62,Sbc,,
IC 2878,G,11:29:38.21 +09:58:03.3,Leo,0.53 0.25,119,,24.01,E,,
IC 2879,G,11:29:44.29 +09:00:49.9,Leo,0.44 0.33,170,,23.62,Sb,,
IC 2880,*,11:29:53.02 +13:11:55.8,Leo, ,,,,,,
IC 2881,G,11:29:54.41 +12:30:40.4,Leo,0.32 0.21,90,,24.75,,,
IC 2882,*,11:30:09.44 +11:59:20.9,Leo, ,,,,,,
IC 2883,G,11:30:15.79 +10:54:39.3,Leo,0.33 0.28,94,,23.45,Sc,,
IC 2884,*Ass,11:27:41.05 -79:44:03.8,Chamaeleon, ,,,,,,
IC 2885,*,11:30:22.61 +09:46:19.4,Leo, ,,,,,,
IC 2886,G,11:30:24.44 +11:33:45.6,Leo,0.32 0.25,15,,23.43,E,,
IC 2887,Dup,11:30:29.72 +09:23:16.6,Leo, ,,,,,,
IC 2888,Other,11:30:35.11 +09:54:30.6,Leo, ,,,,,,
IC 2889,G,11:30:28.99 -13:05:27.6,Crater,1.22 0.69,151,,23.2,SABc,,
IC 2890,*,11:30:46.15 +13:10:54.6,Leo, ,,,,,,
IC 2891,G,11:30:48.14 +12:40:39.8,Leo,0.46 0.35,118,,23.52,SBbc,,
IC 2892,G,11:30:48.91 +10:35:18.8,Leo,0.68 0.23,118,,23.96,Sc,,
IC 2893,GPair,11:30:53.28 +13:23:27.7,Leo,0.5,,,,,,
IC 2893NED01,G,11:30:53.21 +13:23:31.1,Leo,0.06 0.05,73,,,,,
IC 2893NED02,G,11:30:53.46 +13:23:23.7,Leo,0.45 0.28,180,,22.81,Sd,,
IC 2894,G,11:30:57.50 +13:14:07.3,Leo,0.62 0.32,70,,23.28,SBb,,
IC 2895,*,11:30:57.29 +09:58:36.7,Leo, ,,,,,,
IC 2896,G,11:31:13.43 +12:21:00.2,Leo,0.47 0.31,159,,23.33,Sc,,
IC 2897,*,11:31:19.37 +11:32:56.6,Leo, ,,,,,,
IC 2898,G,11:31:20.41 +13:20:10.4,Leo,0.48 0.33,146,,23.55,Sbc,,
IC 2899,**,11:31:20.37 +10:38:05.0,Leo, ,,,,,,
IC 2900,G,11:31:29.69 +13:10:02.3,Leo,0.33 0.28,114,,23.47,SBbc,,
IC 2901,G,11:31:32.13 +12:41:59.0,Leo,0.61 0.37,114,,24.44,S0-a,,
IC 2902,*,11:31:33.16 +14:13:21.9,Leo, ,,,,,,
IC 2903,G,11:31:40.76 +12:38:33.3,Leo,0.44 0.27,34,,23.39,Sb,,
IC 2904,*,11:31:42.37 +13:11:02.9,Leo, ,,,,,,
IC 2905,*,11:31:46.98 +09:06:25.1,Leo, ,,,,,,
IC 2906,*,11:31:49.61 +13:07:58.4,Leo, ,,,,,,
IC 2907,*,11:31:48.75 +09:53:58.0,Leo, ,,,,,,
IC 2908,*,11:31:50.48 +12:56:16.4,Leo, ,,,,,,
IC 2909,G,11:31:50.89 +11:28:12.8,Leo,0.24 0.21,35,,23.44,,,
IC 2910,G,11:31:54.71 -09:43:31.3,Crater,1.28 0.88,139,,23.83,S0-a,,
IC 2911,**,11:32:04.63 +12:58:38.5,Leo, ,,,,,,
IC 2912,G,11:32:07.11 +11:42:35.1,Leo,0.55 0.19,84,,23.73,Sc,,
IC 2913,G,11:31:51.35 -30:24:38.8,Hydra,1.00 0.79,143,,22.72,S0-a,,
IC 2914,G,11:32:12.43 +13:29:32.9,Leo,0.65 0.34,179,,23.08,Sc,,
IC 2915,NonEx, ,#N/A, ,,,,,,
IC 2916,*,11:32:16.15 +11:41:01.4,Leo, ,,,,,,
IC 2917,G,11:32:19.33 +10:56:43.6,Leo,0.26 0.19,38,,23.79,,,
IC 2918,*,11:32:26.23 +13:14:54.6,Leo, ,,,,,,
IC 2919,G,11:32:34.90 +14:11:21.2,Leo,0.55 0.31,45,,23.13,Sd,,
IC 2920,*,11:32:48.67 +12:33:25.6,Leo, ,,,,,,
IC 2921,G,11:32:49.28 +10:17:47.3,Leo,0.59 0.25,124,16.94,23.49,Sa,,
IC 2922,*,11:32:51.22 +12:55:22.2,Leo, ,,,,,,
IC 2923,G,11:32:53.55 +13:09:50.3,Leo,0.41 0.29,12,,23.84,E,,
IC 2924,*,11:32:52.19 +09:01:23.8,Leo, ,,,,,,
IC 2925,G,11:33:13.23 +34:15:54.4,Ursa Major,0.48 0.18,21,,22.24,S0-a,,
IC 2926,*,11:33:04.07 +12:26:11.2,Leo, ,,,,,,
IC 2927,*,11:33:04.77 +13:05:08.6,Leo, ,,,,,,
IC 2928,G,11:33:29.96 +34:18:58.5,Ursa Major,0.90 0.74,143,,23.11,SABb,,
IC 2929,G,11:33:31.47 +12:08:14.4,Leo,0.53 0.43,118,,23.86,E?,,
IC 2930,G,11:33:44.14 +10:05:19.2,Leo,0.69 0.29,58,,23.21,Sb,,
IC 2931,*,11:33:50.49 +12:28:02.0,Leo, ,,,,,,
IC 2932,**,11:33:53.71 +10:32:36.2,Leo, ,,,,,,
IC 2933,G,11:34:12.75 +34:18:45.0,Ursa Major,1.18 0.36,7,,23.38,SBab,,
IC 2934,G,11:34:19.55 +13:19:19.2,Leo,0.74 0.38,153,,22.9,Sd,,
IC 2935,*,11:34:48.21 +10:15:00.5,Leo, ,,,,,,
IC 2936,G,11:34:56.82 +13:00:31.7,Leo,0.39 0.35,109,,23.06,Sbc,,
IC 2937,*,11:35:03.37 +10:06:12.1,Leo, ,,,,,,
IC 2938,G,11:35:36.30 +13:40:50.6,Leo,0.89 0.62,130,,23.86,E,,
IC 2939,*,11:35:37.98 +10:41:49.5,Leo, ,,,,,,
IC 2940,Other,11:36:02.74 +21:57:42.0,Leo, ,,,,,,
IC 2941,G,11:36:09.97 +10:03:20.1,Leo,0.85 0.59,73,,23.28,Sbc,,
IC 2942,G,11:36:12.21 +11:48:57.2,Leo,0.66 0.35,68,,23.49,Sc,,
IC 2943,G,11:36:42.31 +54:50:45.7,Ursa Major,0.41 0.33,25,,21.87,Sa,,
IC 2944,Cl+N,11:35:46.93 -63:01:11.4,Centaurus,7.2,,,,,,lam Cen Nebula
IC 2945,GPair,11:37:04.29 +12:55:35.7,Leo,1,,,,,,
IC 2945NED01,G,11:37:04.30 +12:55:35.2,Leo,0.96 0.70,115,,23.96,E,,
IC 2946,G,11:37:29.69 +32:15:08.9,Ursa Major,0.46 0.27,154,,,SBab,,
IC 2947,G,11:37:30.97 +31:21:44.4,Ursa Major,0.75 0.56,3,14.21,22.52,SBm,,
IC 2948,Cl+N,11:39:05.94 -63:26:37.9,Centaurus,6,,,,,,
IC 2949,**,11:40:54.35 -46:27:16.5,Centaurus, ,,,,,,
IC 2950,G,11:41:37.92 +37:59:31.6,Ursa Major,0.65 0.56,81,,22.57,Sc,,
IC 2951,G,11:43:24.56 +19:44:59.3,Leo,1.54 0.43,81,13.57,23.65,Sa,,
IC 2952,G,11:44:17.13 +33:21:04.9,Ursa Major,0.35 0.28,161,,22.07,Sbc,,
IC 2953,Dup,11:44:25.78 +33:21:18.3,Ursa Major, ,,,,,,
IC 2954,*,11:45:03.26 +26:47:11.4,Leo, ,,,,,,
IC 2955,G,11:45:03.91 +19:37:14.2,Leo,0.38 0.37,5,14.19,21.86,E-S0,,
IC 2956,G,11:45:17.56 +26:46:02.6,Leo,0.94 0.80,56,,23.39,Sbc,,
IC 2957,G,11:45:36.94 +31:17:58.4,Ursa Major,0.79 0.47,23,,23.28,S0,,
IC 2958,G,11:45:42.32 +33:09:16.0,Ursa Major,0.71 0.58,55,,23.62,Sbc,,
IC 2959,Dup,11:46:10.14 +33:06:31.5,Ursa Major, ,,,,,,
IC 2960,G,11:46:19.70 +35:00:13.5,Ursa Major,0.83 0.72,104,,23.66,Sb,,
IC 2961,G,11:47:49.57 +31:20:41.1,Ursa Major,0.48 0.29,21,,23.02,S0,,
IC 2962,Other,11:49:05.99 -12:18:40.9,Crater, ,,,,,,
IC 2963,Dup,11:49:24.53 -05:07:06.4,Virgo, ,,,,,,
IC 2964,Other,11:49:52.47 +12:03:01.1,Leo, ,,,,,,
IC 2965,Dup,11:54:01.51 -19:34:08.0,Crater, ,,,,,,
IC 2966,RfN,11:50:13.55 -64:52:22.6,Musca,3.00 2.00,130,,,,,
IC 2967,G,11:50:55.13 +30:51:02.5,Ursa Major,0.85 0.63,17,,23.34,E,,
IC 2968,G,11:52:30.53 +20:37:31.7,Leo,0.89 0.39,80,,23.9,S0-a,,
IC 2969,G,11:52:31.27 -03:52:20.1,Virgo,1.30 0.74,95,,22.66,SBbc,,
IC 2970,Other,11:53:09.75 -23:07:23.8,Crater, ,,,,,,
IC 2971,G,11:53:27.54 +30:41:48.9,Ursa Major,0.70 0.48,150,,23.84,E,,
IC 2972,Dup,11:53:40.63 -03:59:47.5,Virgo, ,,,,,,
IC 2973,G,11:53:50.76 +33:21:55.8,Ursa Major,1.42 0.82,120,,23.51,SBcd,,
IC 2974,G,11:53:48.73 -05:10:04.2,Virgo,2.19 0.47,100,,23.13,Sc,,
IC 2975,Dup,11:53:48.73 -05:10:04.2,Virgo, ,,,,,,
IC 2976,Dup,11:56:01.05 -02:43:15.1,Virgo, ,,,,,,
IC 2977,G,11:55:14.66 -37:41:46.7,Centaurus,2.14 1.17,121,12.24,23.03,I,,
IC 2978,G,11:56:23.23 +32:02:19.4,Ursa Major,1.00 0.42,130,,23.48,SBcd,,
IC 2979,G,11:56:54.24 +32:09:31.7,Ursa Major,0.84 0.54,174,,22.98,S0,,
IC 2980,G,11:57:30.16 -73:41:04.2,Musca,2.04 1.29,41,,23.65,E,,
IC 2981,G,11:55:42.62 +32:11:20.0,Ursa Major,0.53 0.42,3,,22.44,SBa,,
IC 2982,Dup,11:57:51.38 +27:52:07.2,Leo, ,,,,,,
IC 2983,Other,11:58:16.73 -02:06:36.2,Virgo, ,,,,,,
IC 2984,G,11:59:07.23 +30:41:49.0,Ursa Major,0.73 0.49,77,,23.45,SBd,,
IC 2985,G,11:59:12.75 +30:43:52.4,Ursa Major,0.90 0.43,139,,23.85,S0,,
IC 2986,G,11:59:49.61 +30:50:39.9,Ursa Major,0.99 0.91,15,,23.46,S0,,
IC 2987,G,12:03:24.54 +38:48:47.9,Ursa Major,0.60 0.42,64,,22.85,SBbc,,
IC 2988,Other,12:03:42.20 +03:25:45.3,Virgo, ,,,,,,
IC 2989,Dup,12:04:34.03 +01:48:05.8,Virgo, ,,,,,,
IC 2990,G,12:04:38.60 +11:03:00.2,Virgo,0.73 0.32,15,,22.82,Sb,,
IC 2991,G,12:05:12.51 +10:38:25.3,Virgo,0.67 0.24,35,,23.19,Sc,,
IC 2992,G,12:05:15.83 +30:51:20.3,Ursa Major,0.63 0.52,161,,22.52,S?,,
IC 2993,G,12:05:38.33 +32:49:19.9,Ursa Major,0.35 0.31,6,,,E,,
IC 2994,G,12:05:27.87 +12:42:10.4,Virgo,0.47 0.39,62,,22.75,Sc,,
IC 2995,G,12:05:46.91 -27:56:24.5,Hydra,3.37 0.85,114,12.57,23.46,SBc,,
IC 2996,G,12:05:48.63 -29:58:18.9,Hydra,1.78 0.44,23,,23.34,Sb,,
IC 2997,Other,12:05:44.47 +20:16:51.1,Coma Berenices, ,,,,,,
IC 2998,Other,12:05:55.24 +20:45:12.1,Coma Berenices, ,,,,,,
IC 2999,G,12:05:57.54 +31:20:54.6,Ursa Major,0.67 0.26,51,,22.93,Sc,,
IC 3000,Other,12:06:08.55 -29:40:24.2,Hydra, ,,,,,,
IC 3001,G,12:06:16.81 +33:31:33.1,Ursa Major,0.73 0.37,73,,23.09,SBbc,,
IC 3002,G,12:07:04.19 +33:22:58.2,Canes Venatici,0.61 0.47,86,,23.26,Sc,,
IC 3003,G,12:07:32.62 +32:48:46.8,Coma Berenices,0.80 0.58,145,,23.2,S0-a,,
IC 3004,G,12:07:10.24 +13:14:51.1,Virgo,0.61 0.40,24,,23.58,SBc,,
IC 3005,G,12:07:14.17 -30:01:28.7,Hydra,2.42 0.66,160,,23.58,SBc,,
IC 3006,Other,12:07:24.34 +12:59:36.2,Virgo, ,,,,,,
IC 3007,G,12:07:30.78 +31:20:53.2,Coma Berenices,0.69 0.42,75,,23.67,E,,
IC 3008,G,12:07:51.80 +13:34:38.3,Coma Berenices,0.93 0.51,22,,23.03,Sb,,
IC 3009,Other,12:08:00.11 +12:38:47.3,Virgo, ,,,,,,
IC 3010,G,12:07:57.41 -30:20:22.1,Hydra,2.09 1.91,84,12.22,23.55,S0-a,,
IC 3011,Dup,12:08:09.62 +10:22:44.0,Virgo, ,,,,,,
IC 3012,G,12:08:23.94 +11:10:35.8,Virgo,0.59 0.26,46,,23.15,Sa,,
IC 3013,G,12:08:25.58 +10:01:00.0,Virgo,0.58 0.41,159,,22.92,Sc,,
IC 3014,G,12:08:37.00 +38:49:54.4,Canes Venatici,0.82 0.58,20,,22.66,Sb,,
